id,name,description,external_url,background_color,body,background,clothes_org,eyes,face,mouth_org,hat_org,special_org,clothes,hat,mouth,special
4028,AstarCat#4028,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Scarf Pink,Smirk,Blue,UWU,HeadPhones,None,Scarf Pink,HeadPhones,UWU,None
4029,AstarCat#4029,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sparkle,Sweater Red,Happy,Pink,UWU,Pirate,Fish,Sweater Red,Pirate,UWU,Fish
4030,AstarCat#4030,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Striped Shirt Blue,Happy,Blue,Smile,Sauna Hat Green,None,Striped Shirt Blue,Sauna Hat Green,Smile,None
4031,AstarCat#4031,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Flower T-shirt Pink,Round Glasses,Yellow,Happy,Lion,None,Flower T-shirt Pink,Lion,Happy,None
4032,AstarCat#4032,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Dog Costume,Sparkle,Pink,Bitter Smile,Fire,None,Dog Costume,Fire,Bitter Smile,None
4033,AstarCat#4033,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Flower T-shirt Green,Sparkle,Yellow,Uhh,Headdress,None,Flower T-shirt Green,Headdress,Uhh,None
4034,AstarCat#4034,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Cat Costume,Happy,Blue,Surprised,Nightcap Purple,None,Cat Costume,Nightcap Purple,Surprised,None
4035,AstarCat#4035,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Clouds,Hoodie Blue,3D Glasses,Robot White,Neutral,Silk Hat Navy,Mouse,None,Silk Hat Navy,Neutral,Mouse
4036,AstarCat#4036,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Track Suit Red,Dozing,Blue,Surprised,Cap Yellow,None,Track Suit Red,Cap Yellow,Surprised,None
4037,AstarCat#4037,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Mountain,Float Blue,Third Eye,Yellow,Frown,Nightcap Purple,Fish,Float Blue,Nightcap Purple,Frown,Float Blue
4038,AstarCat#4038,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Shirt Mint,Angry,Blue,Yay,Pancake,None,Shirt Mint,Pancake,Yay,None
4039,AstarCat#4039,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Flower T-shirt Blue,Hearts,Pink,Tongue,Cherry,None,Flower T-shirt Blue,Cherry,Tongue,None
4040,AstarCat#4040,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,None,Hearts,Pink,Tongue,Knitted Hat Blue,None,None,Knitted Hat Blue,Tongue,None
4041,AstarCat#4041,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sparkle,Sweater Orange,Heart Glasses,Pink,Fangs,Horn,None,Sweater Orange,Horn,Fangs,None
4042,AstarCat#4042,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Purple,Dot T-shirt Pink,Star Glasses,Meatbun,Bitter Smile,Apricot Flower,None,Dot T-shirt Pink,Apricot Flower,Bitter Smile,None
4043,AstarCat#4043,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Dot T-shirt Purple,Cry,Pink,Tongue,Cap Blue,None,Dot T-shirt Purple,Cap Blue,Tongue,None
4044,AstarCat#4044,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Rainbow,Panda Costume,Tired,Zombie,Yay,Apple,Ghost,Panda Costume,Apple,Yay,Ghost
4045,AstarCat#4045,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Mountain,Dog Costume,Smirk,Yellow,UWU,Beret Green,Froggy,Dog Costume,Beret Green,UWU,Froggy
4046,AstarCat#4046,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Uniform Orange,3D Glasses,Pink,Teeth,Strawberry,Angel Blue,Uniform Orange,Strawberry,Teeth,Angel Blue
4047,AstarCat#4047,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dark,Suit Blue,XX,Yellow,UWU,Antenna,None,Suit Blue,Antenna,UWU,None
4048,AstarCat#4048,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Snow,Checked Shirt Pink,Dozing,Blue,Happy,Beret Blue,None,Checked Shirt Pink,Beret Blue,Happy,None
4049,AstarCat#4049,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Cloud T-shirt Purple,Smirk,Pink,Yammy,Nightcap Orange,None,Cloud T-shirt Purple,Nightcap Orange,Yammy,None
4050,AstarCat#4050,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Cloud T-shirt Pink,Happy,Yellow,Smirk,HeadBand Green,None,Cloud T-shirt Pink,HeadBand Green,Smirk,None
4051,AstarCat#4051,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Hoodie Green,Cry,Blue,Tongue,Bunny,None,Hoodie Green,Bunny,Tongue,None
4052,AstarCat#4052,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Flower T-shirt Green,Angry,Yellow,Tongue,Knitted Hat Purple,None,Flower T-shirt Green,Knitted Hat Purple,Tongue,None
4053,AstarCat#4053,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Rain Coat Green,Dozing,Yellow,UWU,Arrow,None,Rain Coat Green,None,UWU,None
4054,AstarCat#4054,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rainbow,Hoodie Orange,Sparkle,Blue,Squiggle,Golden Apple,None,Hoodie Orange,Golden Apple,Squiggle,None
4055,AstarCat#4055,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Orange,None,Sleepy,Meatbun,Smirk,Mummy,None,None,Mummy,None,None
4056,AstarCat#4056,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Sweater Orange,Hearts,Pink,Uhh,Bear,None,Sweater Orange,Bear,Uhh,None
4057,AstarCat#4057,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Shirt White,Dozing,Yellow,Teeth,Sauna Hat Green,None,Shirt White,Sauna Hat Green,Teeth,None
4058,AstarCat#4058,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Lion Costume,Dozing,Yellow,Huh,Cap Yellow,None,Lion Costume,Cap Yellow,Huh,None
4059,AstarCat#4059,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rainbow,Track Suit Blue,Dozing,Blue,Tongue,Knitted Hat Red,Ghost,Track Suit Blue,Knitted Hat Red,Tongue,Ghost
4060,AstarCat#4060,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dark,Karate Uniform,Sunglasses,Yellow,Surprised,Sauna Hat Yellow,None,Karate Uniform,Sauna Hat Yellow,Surprised,None
4061,AstarCat#4061,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Yellow,Flower T-shirt Pink,Heart Glasses,Alien,Surprised,Silk Hat White,Fish,Flower T-shirt Pink,Silk Hat White,Surprised,Fish
4062,AstarCat#4062,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Track Suit Red,Dozing,Blue,Squiggle,Apple,None,Track Suit Red,Apple,Squiggle,None
4063,AstarCat#4063,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Dark,Hoodie Green,Sleepy,Meatbun,UWU,Antenna,Froggy,Hoodie Green,Antenna,UWU,Froggy
4064,AstarCat#4064,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Hoodie Yellow,Dozing,Pink,UWU,Beret Red,Fish,Hoodie Yellow,Beret Red,UWU,Fish
4065,AstarCat#4065,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Orange,Hoodie Yellow,Squint,Meatbun,Smile,Apple,Rocket,Hoodie Yellow,Apple,Smile,Rocket
4066,AstarCat#4066,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Striped Shirt Yellow,Embarrassed,Yellow,Tongue,Beret Green,Shuriken,Striped Shirt Yellow,Beret Green,Tongue,Shuriken
4067,AstarCat#4067,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Kimono Blue,Happy,Pink,Squiggle,Party Blue,None,Kimono Blue,Party Blue,Squiggle,None
4068,AstarCat#4068,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Cloud T-shirt Purple,Tired,Blue,Huh,Flower,Froggy,Cloud T-shirt Purple,Flower,Huh,Froggy
4069,AstarCat#4069,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Clouds,Kindergarten Uniform Blue,Star Glasses,Blue,Surprised,Cap Blue,None,Kindergarten Uniform Blue,Cap Blue,Surprised,None
4070,AstarCat#4070,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Flower T-shirt Orange,Hearts,Blue,Neutral,Ribbon Pink,Duck,Flower T-shirt Orange,Ribbon Pink,Neutral,Duck
4071,AstarCat#4071,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Hoodie Green,Happy,Yellow,Frown,Space Suit Helmet,None,Hoodie Green,Space Suit Helmet,Frown,Space Suit Helmet
4072,AstarCat#4072,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Night,Hero Suit,Embarrassed,Pink,Neutral,Chef,Ghost,Hero Suit,Chef,Neutral,Ghost
4073,AstarCat#4073,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dot,Sweater Green,Smirk,Yellow,Smirk,Silk Hat Navy,None,Sweater Green,Silk Hat Navy,Smirk,None
4074,AstarCat#4074,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Hero Suit,Dozing,Blue,Yammy,Beret Green,None,Hero Suit,Beret Green,Yammy,None
4075,AstarCat#4075,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Rain,Cloud T-shirt Purple,Sleepy,Zombie,Smirk,Pirate,Rocket,Cloud T-shirt Purple,Pirate,Smirk,Rocket
4076,AstarCat#4076,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Purple,Suit Yellow,3D Glasses,Transparent,UWU,Snot Bubble,None,Suit Yellow,Snot Bubble,UWU,None
4077,AstarCat#4077,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Hoodie Red,Dozing,Blue,Bitter Smile,Sauna Hat Gray,Duck,Hoodie Red,Sauna Hat Gray,Bitter Smile,Duck
4078,AstarCat#4078,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Rain Coat Green,Wink,Blue,UWU,Pirate,None,Rain Coat Green,None,UWU,None
4079,AstarCat#4079,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Hoodie Yellow,Hearts,Pink,Tongue,Sushi Tuna,None,Hoodie Yellow,Sushi Tuna,Tongue,None
4080,AstarCat#4080,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Shirt Beige,Hearts,Pink,Tongue,Eyepatch,None,Shirt Beige,Eyepatch,Tongue,None
4081,AstarCat#4081,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Float Yellow,Sunglasses,Yellow,Mask,Apricot Flower,Fish,Float Yellow,Apricot Flower,Mask,Float Yellow
4082,AstarCat#4082,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Sweater Orange,Hearts,Yellow,Bitter Smile,Pancake,None,Sweater Orange,Pancake,Bitter Smile,None
4083,AstarCat#4083,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rain,Shirt White,Neutral,Blue,Happy,Party Blue,None,Shirt White,Party Blue,Happy,None
4084,AstarCat#4084,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Uniform Orange,Dozing,Pink,Huh,Sushi Tuna,None,Uniform Orange,Sushi Tuna,Huh,None
4085,AstarCat#4085,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Float Pink,XX,Blue,Teeth,HeadBand Green,Ghost,Float Pink,HeadBand Green,Teeth,Float Pink
4086,AstarCat#4086,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Striped Shirt Mint,Squint,Blue,Surprised,Party Pink,None,Striped Shirt Mint,Party Pink,Surprised,None
4087,AstarCat#4087,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Striped Shirt Blue,Cry,Blue,UWU,Panda,None,Striped Shirt Blue,Panda,UWU,None
4088,AstarCat#4088,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Heart T-shirt Blue,Dozing,Blue,UWU,Party Blue,Shuriken,Heart T-shirt Blue,Party Blue,UWU,Shuriken
4089,AstarCat#4089,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Cloud T-shirt Blue,Zombie,Pink,Huh,HeadBand Green,None,Cloud T-shirt Blue,HeadBand Green,Huh,None
4090,AstarCat#4090,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Rain,Sweater Red,Hearts,Pink,Alien,Mummy,None,Sweater Red,Mummy,None,None
4091,AstarCat#4091,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Hoodie Orange,Happy,Yellow,Happy,Wreath,None,Hoodie Orange,Wreath,Happy,None
4092,AstarCat#4092,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Flower T-shirt Green,Cry,Blue,Chewing Gum,Party Pink,Mouse,Flower T-shirt Green,Party Pink,Chewing Gum,Mouse
4093,AstarCat#4093,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Snow,Track Suit Blue,Smirk,Blue,Teeth,Cap Red,None,Track Suit Blue,Cap Red,Teeth,None
4094,AstarCat#4094,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Heart T-shirt Green,Squint,Yellow,Bitter Smile,Cake,None,Heart T-shirt Green,Cake,Bitter Smile,None
4095,AstarCat#4095,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Lion Costume,Staring,Yellow,Bitter Smile,Nightcap Orange,None,Lion Costume,Nightcap Orange,Bitter Smile,None
4096,AstarCat#4096,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Cloud T-shirt Orange,Cry,Yellow,Smirk,None,None,Cloud T-shirt Orange,None,Smirk,None
4097,AstarCat#4097,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Dot T-shirt Orange,Dozing,Pink,Frown,Bunny,None,Dot T-shirt Orange,Bunny,Frown,None
4098,AstarCat#4098,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Pink,Heart T-shirt Green,Heart Glasses,Transparent,Tongue,Cake,None,Heart T-shirt Green,Cake,Tongue,None
4099,AstarCat#4099,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Sparkle,Overall Navy,Hearts,Gold,Happy,Sushi Egg,None,Overall Navy,Sushi Egg,Happy,None
4100,AstarCat#4100,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Flower T-shirt Blue,3D Glasses,Pink,Yay,Apple,Mouse,Flower T-shirt Blue,Apple,Yay,Mouse
4101,AstarCat#4101,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Dot T-shirt Purple,Sleepy,Pink,UWU,Party Yellow,None,Dot T-shirt Purple,Party Yellow,UWU,None
4102,AstarCat#4102,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Uniform Green,Dozing,Blue,Yay,HeadBand Green,None,Uniform Green,HeadBand Green,Yay,None
4103,AstarCat#4103,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Heart T-shirt Red,XX,Yellow,Frown,Cherry,Ghost,Heart T-shirt Red,Cherry,Frown,Ghost
4104,AstarCat#4104,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Karate Uniform,Smirk,Blue,Happy,HeadBand Red,Ghost,Karate Uniform,HeadBand Red,Happy,Ghost
4105,AstarCat#4105,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Sunset,Cloud T-shirt Green,Neutral,Gold,Frown,Nightcap Orange,None,Cloud T-shirt Green,Nightcap Orange,Frown,None
4106,AstarCat#4106,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Float Pink,Embarrassed,Blue,Squiggle,Party Pink,None,Float Pink,Party Pink,Squiggle,Float Pink
4107,AstarCat#4107,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Sweater Red,Sparkle,Pink,Neutral,Nightcap Purple,None,Sweater Red,Nightcap Purple,Neutral,None
4108,AstarCat#4108,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sparkle,Flower T-shirt Blue,Wink,Pink,UWU,Knitted Hat Red,None,Flower T-shirt Blue,Knitted Hat Red,UWU,None
4109,AstarCat#4109,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Heart T-shirt Yellow,Sunglasses,Pink,Yay,Ribbon Pink,Mouse,Heart T-shirt Yellow,Ribbon Pink,Yay,Mouse
4110,AstarCat#4110,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Sweater Orange,Wink,Pink,Smirk,Cherry,None,Sweater Orange,Cherry,Smirk,None
4111,AstarCat#4111,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Cloud T-shirt Green,Happy,Pink,Frown,None,None,Cloud T-shirt Green,None,Frown,None
4112,AstarCat#4112,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Dot T-shirt Blue,Smirk,Blue,Teeth,Cap Yellow,None,Dot T-shirt Blue,Cap Yellow,Teeth,None
4113,AstarCat#4113,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Flower,Flower T-shirt Purple,Happy,Pink,Smirk,Knitted Hat Red,None,Flower T-shirt Purple,Knitted Hat Red,Smirk,None
4114,AstarCat#4114,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Overall Beige,Round Glasses,Blue,Neutral,Cap Blue,None,Overall Beige,Cap Blue,Neutral,None
4115,AstarCat#4115,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Dot T-shirt Pink,Wink,Blue,Surprised,Beret Blue,None,Dot T-shirt Pink,Beret Blue,Surprised,None
4116,AstarCat#4116,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Night,Hoodie Orange,Smirk,Pink,Happy,Pancake,Mouse,Hoodie Orange,Pancake,Happy,Mouse
4117,AstarCat#4117,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Purple,Dog Costume,Smirk,Robot White,Teeth,Horn,None,None,Horn,Teeth,None
4118,AstarCat#4118,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Checked Shirt Orange,Smirk,Pink,Smirk,Knitted Hat Purple,None,Checked Shirt Orange,Knitted Hat Purple,Smirk,None
4119,AstarCat#4119,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Scarf Blue,Happy,Blue,Squiggle,HeadBand Red,None,Scarf Blue,HeadBand Red,Squiggle,None
4120,AstarCat#4120,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dark,Striped Shirt Mint,Hearts,Yellow,Teeth,HeadBand Green,Froggy,Striped Shirt Mint,HeadBand Green,Teeth,Froggy
4121,AstarCat#4121,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Rain Coat Green,3D Glasses,Blue,Yammy,Halo,None,Rain Coat Green,None,Yammy,None
4122,AstarCat#4122,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rainbow,Dot T-shirt Pink,XX,Blue,Smoking,Sauna Hat Green,Rocket,Dot T-shirt Pink,Sauna Hat Green,Smoking,Smoking
4123,AstarCat#4123,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Neon,Flower T-shirt Green,XX,Meatbun,Smirk,Apple,Shuriken,Flower T-shirt Green,Apple,Smirk,Shuriken
4124,AstarCat#4124,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sparkle,None,Cry,Yellow,Neutral,Halo,Rocket,None,Halo,Neutral,Rocket
4125,AstarCat#4125,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Pink,Hoodie Orange,Squint,Zombie,Frown,Beret Red,Ghost,Hoodie Orange,Beret Red,Frown,Ghost
4126,AstarCat#4126,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Green,Heart T-shirt Green,Sleepy,Yellow,Smirk,Sauna Hat Gray,Rocket,Heart T-shirt Green,Sauna Hat Gray,Smirk,Rocket
4127,AstarCat#4127,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Snow,Heart T-shirt Yellow,Tired,Pink,Frown,Apple,Rocket,Heart T-shirt Yellow,Apple,Frown,Rocket
4128,AstarCat#4128,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Heart T-shirt Blue,3D Glasses,Pink,Yammy,Dog,None,Heart T-shirt Blue,Dog,Yammy,None
4129,AstarCat#4129,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Hoodie Red,Happy,Yellow,Neutral,Sauna Hat Yellow,Fish,Hoodie Red,Sauna Hat Yellow,Neutral,Fish
4130,AstarCat#4130,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Rainbow,Uniform Orange,Wink,Transparent,Tongue,Party Pink,None,Uniform Orange,Party Pink,Tongue,None
4131,AstarCat#4131,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Flower T-shirt Blue,Cry,Blue,Squiggle,Bunny,Rocket,Flower T-shirt Blue,Bunny,Squiggle,Rocket
4132,AstarCat#4132,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Cloud T-shirt Orange,XX,Blue,Squiggle,Silk Hat White,None,Cloud T-shirt Orange,Silk Hat White,Squiggle,None
4133,AstarCat#4133,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Green,Space Suit,Squint,Robot White,Happy,Beret Green,Froggy,None,Beret Green,Happy,Froggy
4134,AstarCat#4134,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Space Suit,Cry,Blue,Yammy,HeadPhones,None,Space Suit,HeadPhones,Yammy,None
4135,AstarCat#4135,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Dot T-shirt Pink,Sleepy,Pink,Uhh,Nightcap Blue,None,Dot T-shirt Pink,Nightcap Blue,Uhh,None
4136,AstarCat#4136,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Yellow,Uniform Green,Sleepy,Alien,Teeth,Beret Blue,None,Uniform Green,Beret Blue,Teeth,None
4137,AstarCat#4137,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Shirt White,Embarrassed,Pink,Uhh,Sheep,Fish,Shirt White,Sheep,Uhh,Fish
4138,AstarCat#4138,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Heart T-shirt Blue,Hearts,Blue,Mustache,Nightcap Blue,Shuriken,Heart T-shirt Blue,Nightcap Blue,Mustache,Shuriken
4139,AstarCat#4139,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Mountain,Flower T-shirt Purple,Staring,Yellow,Neutral,Cap Red,None,Flower T-shirt Purple,Cap Red,Neutral,None
4140,AstarCat#4140,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Hoodie Red,Laser Beam,Pink,Squiggle,Antenna,None,Hoodie Red,Antenna,Squiggle,Laser Beam
4141,AstarCat#4141,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Heart T-shirt Yellow,Sleepy,Blue,Smirk,Cake,None,Heart T-shirt Yellow,Cake,Smirk,None
4142,AstarCat#4142,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Sunset,Heart T-shirt Yellow,XX,Zombie,Mustache,Golden Apple,None,Heart T-shirt Yellow,Golden Apple,Mustache,None
4143,AstarCat#4143,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Space Suit,Wink,Yellow,Smile,HeadBand Blue,Rocket,Space Suit,HeadBand Blue,Smile,Rocket
4144,AstarCat#4144,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Rain Coat Orange,Wink,Pink,Happy,Beret Green,None,Rain Coat Orange,None,Happy,None
4145,AstarCat#4145,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Blue,Cloud T-shirt Pink,Smirk,Meatbun,Neutral,Sauna Hat Yellow,Rabbit,Cloud T-shirt Pink,Sauna Hat Yellow,Neutral,Rabbit
4146,AstarCat#4146,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Hoodie Yellow,Neutral,Yellow,Smile,Beret Red,Shuriken,Hoodie Yellow,Beret Red,Smile,Shuriken
4147,AstarCat#4147,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Striped Shirt Blue,Hearts,Yellow,Neutral,Mummy,None,Striped Shirt Blue,Mummy,None,None
4148,AstarCat#4148,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Kindergarten Uniform Blue,XX,Yellow,Teeth,Party Pink,None,Kindergarten Uniform Blue,Party Pink,Teeth,None
4149,AstarCat#4149,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Scarf Yellow,Dozing,Yellow,Chewing Gum,Sprout,None,Scarf Yellow,Sprout,Chewing Gum,None
4150,AstarCat#4150,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Sweater Orange,Neutral,Pink,Frown,Halo,None,Sweater Orange,Halo,Frown,None
4151,AstarCat#4151,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Heart T-shirt Green,Sparkle,Pink,UWU,Apricot Flower,None,Heart T-shirt Green,Apricot Flower,UWU,None
4152,AstarCat#4152,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Striped Shirt Purple,Neutral,Blue,Chewing Gum,Sushi Tuna,Rocket,Striped Shirt Purple,Sushi Tuna,Chewing Gum,Rocket
4153,AstarCat#4153,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Karate Uniform,Squint,Blue,Smirk,Snot Bubble,None,Karate Uniform,Snot Bubble,Smirk,None
4154,AstarCat#4154,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sparkle,King,Neutral,Pink,Surprised,Knitted Hat Blue,None,King,Knitted Hat Blue,Surprised,None
4155,AstarCat#4155,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Green,Overall Beige,Sunglasses,Alien,Huh,Fire,None,Overall Beige,Fire,Huh,None
4156,AstarCat#4156,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Shirt Pink,Happy,Blue,Huh,HeadBand Green,None,Shirt Pink,HeadBand Green,Huh,None
4157,AstarCat#4157,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Purple,Dot T-shirt Purple,Cry,Zombie,Frown,Nightcap Orange,Froggy,Dot T-shirt Purple,Nightcap Orange,Frown,Froggy
4158,AstarCat#4158,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Overall Blue,Embarrassed,Pink,Chewing Gum,Knitted Hat Purple,None,Overall Blue,Knitted Hat Purple,Chewing Gum,None
4159,AstarCat#4159,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Flower T-shirt Purple,Happy,Yellow,Uhh,Cap Blue,None,Flower T-shirt Purple,Cap Blue,Uhh,None
